 Municipio,total Paro Registrado,Paro hombre edad < 25,Paro hombre edad 25 -45 ,Paro hombre edad >=45,Paro mujer edad < 25,Paro mujer edad 25 -45 ,Paro mujer edad >=45,Paro Agricultura,Paro Industria,Paro construccion,Paro Servicios,Paro Sin empleo Anterior,mes,year
Pozuelo de Alarcï¿½n,162.0,44.0,20.0,39.0,5.0,36.0,52.0,7.0,105.0,88.0,128.0,10.0,09,2022
Pozuelo del Rey,69.0,5.0,9.0,12.0,5.0,17.0,24.0,5.0,7.0,6.0,52.0,5.0,09,2022
Prï¿½dena del Rincï¿½n,5.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,09,2022
Puebla de la Sierra,5.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,09,2022
Quijorna,180.0,9.0,30.0,39.0,5.0,36.0,63.0,5.0,6.0,20.0,141.0,12.0,09,2022
Rascafrï¿½a,79.0,5.0,9.0,28.0,5.0,15.0,24.0,5.0,5.0,5.0,66.0,5.0,09,2022
Redueï¿½a,13.0,0.0,0.0,6.0,0.0,5.0,5.0,5.0,5.0,5.0,9.0,0.0,09,2022
Ribatejada,48.0,0.0,5.0,12.0,0.0,6.0,25.0,5.0,0.0,0.0,42.0,5.0,09,2022
Rivas-Vaciamadrid,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,09,2022
Robledillo de la Jara,8.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,8.0,0.0,09,2022
Robledo de Chavela,290.0,16.0,24.0,73.0,19.0,58.0,100.0,5.0,10.0,25.0,223.0,28.0,09,2022
Robregordo,5.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,09,2022
"Rozas de Madrid, Las",162.0,41.0,20.0,39.0,5.0,36.0,52.0,9.0,104.0,95.0,128.0,72.0,09,2022
Rozas de Puerto Real,33.0,5.0,6.0,9.0,5.0,7.0,5.0,5.0,0.0,5.0,30.0,5.0,09,2022
San Agustï¿½n del Guadalix,502.0,13.0,56.0,131.0,12.0,98.0,192.0,5.0,32.0,33.0,423.0,11.0,09,2022
San Fernando de Henares,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,09,2022
San Lorenzo de El Escorial,783.0,18.0,107.0,197.0,25.0,159.0,277.0,5.0,20.0,42.0,672.0,46.0,09,2022
San Martï¿½n de la Vega,1258.0,6.0,158.0,271.0,5.0,312.0,419.0,5.0,79.0,13.0,933.0,10.0,09,2022
San Martï¿½n de Valdeiglesias,608.0,30.0,81.0,156.0,29.0,148.0,164.0,5.0,18.0,86.0,435.0,55.0,09,2022
San Sebastiï¿½n de los Reyes,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,09,2022
Santa Marï¿½a de la Alameda,107.0,5.0,9.0,30.0,5.0,25.0,37.0,5.0,5.0,8.0,93.0,5.0,09,2022
Santorcaz,56.0,5.0,5.0,15.0,5.0,13.0,19.0,5.0,5.0,5.0,42.0,6.0,09,2022
"Santos de la Humosa, Los",138.0,5.0,17.0,33.0,7.0,37.0,40.0,5.0,11.0,12.0,107.0,7.0,09,2022
"Serna del Monte, La",7.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,6.0,0.0,09,2022
Serranillos del Valle,238.0,9.0,18.0,47.0,13.0,53.0,98.0,5.0,23.0,15.0,184.0,14.0,09,2022
Sevilla la Nueva,450.0,14.0,61.0,92.0,16.0,99.0,168.0,5.0,26.0,27.0,363.0,29.0,09,2022
Somosierra,7.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,6.0,0.0,09,2022
Soto del Real,340.0,17.0,50.0,93.0,9.0,55.0,116.0,5.0,21.0,21.0,285.0,11.0,09,2022
Talamanca de Jarama,182.0,6.0,22.0,47.0,5.0,35.0,68.0,5.0,12.0,16.0,148.0,5.0,09,2022
Tielmes,206.0,5.0,34.0,40.0,10.0,56.0,61.0,6.0,28.0,13.0,137.0,22.0,09,2022
Titulcia,102.0,5.0,11.0,21.0,7.0,26.0,35.0,5.0,5.0,5.0,89.0,5.0,09,2022
Torrejï¿½n de Ardoz,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,09,2022
Torrejï¿½n de la Calzada,446.0,21.0,58.0,69.0,13.0,122.0,163.0,6.0,39.0,32.0,336.0,33.0,09,2022
Torrejï¿½n de Velasco,201.0,15.0,23.0,32.0,6.0,42.0,83.0,5.0,15.0,17.0,145.0,22.0,09,2022
Torrelaguna,234.0,8.0,38.0,65.0,10.0,57.0,56.0,5.0,13.0,17.0,191.0,11.0,09,2022
Torrelodones,700.0,13.0,85.0,164.0,10.0,135.0,293.0,5.0,27.0,30.0,611.0,28.0,09,2022
Torremocha de Jarama,41.0,5.0,5.0,10.0,5.0,5.0,19.0,5.0,5.0,5.0,30.0,5.0,09,2022
Torres de la Alameda,487.0,35.0,73.0,90.0,16.0,114.0,159.0,9.0,58.0,27.0,350.0,43.0,09,2022
Valdaracete,51.0,0.0,5.0,9.0,5.0,12.0,26.0,5.0,5.0,5.0,40.0,0.0,09,2022
Valdeavero,91.0,5.0,9.0,23.0,5.0,22.0,31.0,5.0,8.0,14.0,65.0,5.0,09,2022
Valdelaguna,53.0,5.0,5.0,8.0,5.0,19.0,19.0,5.0,8.0,5.0,39.0,5.0,09,2022
Valdemanco,50.0,5.0,6.0,18.0,0.0,12.0,13.0,5.0,5.0,6.0,37.0,5.0,09,2022
Valdemaqueda,68.0,5.0,10.0,14.0,5.0,18.0,20.0,5.0,5.0,7.0,55.0,5.0,09,2022
Valdemorillo,631.0,11.0,83.0,173.0,13.0,125.0,226.0,7.0,27.0,40.0,525.0,32.0,09,2022
Valdemoro,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,09,2022
Valdeolmos-Alalpardo,142.0,6.0,25.0,38.0,0.0,27.0,46.0,5.0,15.0,15.0,104.0,6.0,09,2022
Valdepiï¿½lagos,25.0,0.0,5.0,5.0,5.0,6.0,9.0,5.0,5.0,5.0,20.0,5.0,09,2022
Valdetorres de Jarama,282.0,10.0,30.0,64.0,10.0,65.0,103.0,5.0,20.0,30.0,218.0,13.0,09,2022
Valdilecha,217.0,5.0,26.0,43.0,7.0,60.0,78.0,6.0,31.0,14.0,152.0,14.0,09,2022
Valverde de Alcalï¿½,29.0,5.0,5.0,7.0,5.0,5.0,7.0,5.0,6.0,5.0,18.0,5.0,09,2022
Velilla de San Antonio,688.0,29.0,91.0,122.0,21.0,151.0,274.0,5.0,72.0,40.0,536.0,35.0,09,2022
"Vellï¿½n, El",122.0,5.0,14.0,27.0,5.0,35.0,40.0,5.0,5.0,11.0,93.0,12.0,09,2022
Venturada,83.0,5.0,8.0,27.0,5.0,15.0,30.0,5.0,5.0,5.0,74.0,5.0,09,2022
Villaconejos,200.0,5.0,23.0,32.0,10.0,52.0,78.0,5.0,12.0,18.0,144.0,15.0,09,2022
Villa del Prado,437.0,22.0,77.0,103.0,23.0,114.0,98.0,5.0,21.0,51.0,311.0,29.0,09,2022
Villalbilla,553.0,21.0,74.0,93.0,18.0,159.0,188.0,5.0,65.0,27.0,439.0,19.0,09,2022
Villamanrique de Tajo,66.0,5.0,10.0,18.0,5.0,11.0,24.0,6.0,10.0,5.0,45.0,5.0,09,2022
Villamanta,165.0,13.0,21.0,33.0,10.0,38.0,50.0,5.0,12.0,13.0,123.0,15.0,09,2022
Villamantilla,86.0,5.0,12.0,21.0,5.0,23.0,27.0,5.0,5.0,7.0,66.0,9.0,09,2022
Villanueva de la Caï¿½ada,676.0,18.0,79.0,173.0,10.0,141.0,255.0,5.0,28.0,33.0,581.0,29.0,09,2022
Villanueva del Pardillo,592.0,14.0,65.0,134.0,6.0,140.0,233.0,5.0,29.0,33.0,509.0,16.0,09,2022
Villanueva de Perales,100.0,5.0,14.0,29.0,6.0,16.0,31.0,5.0,8.0,9.0,73.0,9.0,09,2022
Villar del Olmo,111.0,5.0,13.0,27.0,5.0,26.0,39.0,5.0,8.0,12.0,84.0,6.0,09,2022
Villarejo de Salvanï¿½s,541.0,25.0,56.0,95.0,22.0,127.0,216.0,5.0,113.0,26.0,329.0,62.0,09,2022
Villaviciosa de Odï¿½n,773.0,23.0,97.0,183.0,15.0,137.0,318.0,5.0,50.0,46.0,639.0,37.0,09,2022
Villavieja del Lozoya,15.0,0.0,5.0,8.0,0.0,5.0,5.0,5.0,0.0,0.0,14.0,0.0,09,2022
Zarzalejo,121.0,5.0,12.0,35.0,5.0,21.0,44.0,5.0,5.0,5.0,103.0,10.0,09,2022
Lozoyuela-Navas-Sieteiglesias,81.0,5.0,8.0,23.0,5.0,17.0,28.0,5.0,5.0,5.0,68.0,5.0,09,2022
Puentes Viejas,37.0,0.0,6.0,11.0,5.0,8.0,11.0,5.0,5.0,5.0,30.0,0.0,09,2022
Tres Cantos,162.0,37.0,20.0,307.0,13.0,36.0,52.0,5.0,60.0,62.0,128.0,33.0,09,2022
"Acebeda, La",5.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,10,2022
Ajalvir,177.0,5.0,18.0,36.0,7.0,43.0,68.0,5.0,15.0,5.0,147.0,8.0,10,2022
Alameda del Valle,24.0,5.0,5.0,5.0,0.0,10.0,5.0,5.0,0.0,0.0,12.0,12.0,10,2022
"ï¿½lamo, El",537.0,36.0,75.0,117.0,29.0,137.0,143.0,5.0,30.0,58.0,385.0,60.0,10,2022
Alcalï¿½ de Henares,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,10,2022
Alcobendas,162.0,6.0,20.0,39.0,5.0,36.0,52.0,10.0,10.0,13.0,128.0,10.0,10,2022
Alcorcï¿½n,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,10,2022
Aldea del Fresno,218.0,11.0,34.0,56.0,5.0,53.0,60.0,5.0,17.0,23.0,157.0,17.0,10,2022
Algete,810.0,34.0,102.0,166.0,22.0,163.0,323.0,5.0,70.0,51.0,647.0,37.0,10,2022
Alpedrete,704.0,25.0,80.0,191.0,30.0,131.0,247.0,5.0,39.0,41.0,578.0,42.0,10,2022
Ambite,54.0,5.0,6.0,11.0,5.0,11.0,23.0,5.0,5.0,5.0,46.0,0.0,10,2022
Anchuelo,52.0,5.0,5.0,5.0,5.0,18.0,20.0,5.0,5.0,5.0,41.0,5.0,10,2022
Aranjuez,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,10,2022
Arganda del Rey,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,10,2022
Arroyomolinos,1300.0,42.0,162.0,218.0,5.0,36.0,474.0,5.0,95.0,86.0,1005.0,10.0,10,2022
"Atazar, El",15.0,0.0,5.0,8.0,0.0,5.0,5.0,5.0,5.0,5.0,12.0,0.0,10,2022
Batres,80.0,5.0,10.0,22.0,5.0,17.0,27.0,5.0,10.0,5.0,63.0,5.0,10,2022
Becerril de la Sierra,291.0,5.0,43.0,86.0,9.0,51.0,100.0,5.0,8.0,25.0,231.0,22.0,10,2022
Belmonte de Tajo,112.0,6.0,25.0,12.0,5.0,24.0,41.0,5.0,9.0,8.0,91.0,5.0,10,2022
Berzosa del Lozoya,11.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,10.0,0.0,10,2022
"Berrueco, El",37.0,5.0,5.0,5.0,5.0,10.0,17.0,5.0,5.0,5.0,29.0,5.0,10,2022
Boadilla del Monte,1418.0,30.0,166.0,39.0,23.0,258.0,52.0,5.0,73.0,56.0,128.0,37.0,10,2022
"Boalo, El",361.0,8.0,36.0,90.0,8.0,70.0,149.0,5.0,14.0,18.0,316.0,12.0,10,2022
Braojos,8.0,5.0,0.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,8.0,0.0,10,2022
Brea de Tajo,38.0,5.0,5.0,10.0,5.0,5.0,15.0,5.0,5.0,0.0,30.0,5.0,10,2022
Brunete,476.0,14.0,65.0,120.0,17.0,91.0,169.0,5.0,27.0,26.0,398.0,22.0,10,2022
Buitrago del Lozoya,83.0,6.0,5.0,16.0,5.0,19.0,32.0,5.0,5.0,8.0,58.0,13.0,10,2022
Bustarviejo,167.0,6.0,21.0,47.0,5.0,40.0,51.0,5.0,6.0,6.0,143.0,7.0,10,2022
Cabanillas de la Sierra,36.0,5.0,5.0,16.0,0.0,5.0,13.0,5.0,5.0,5.0,30.0,5.0,10,2022
"Cabrera, La",162.0,5.0,25.0,56.0,5.0,27.0,49.0,5.0,8.0,16.0,135.0,5.0,10,2022
Cadalso de los Vidrios,267.0,14.0,33.0,53.0,15.0,76.0,76.0,6.0,14.0,19.0,210.0,18.0,10,2022
Camarma de Esteruelas,448.0,21.0,59.0,81.0,15.0,81.0,191.0,5.0,50.0,24.0,354.0,17.0,10,2022
Campo Real,378.0,6.0,39.0,76.0,9.0,108.0,140.0,5.0,52.0,29.0,265.0,29.0,10,2022
Canencia,20.0,0.0,5.0,7.0,5.0,5.0,10.0,5.0,0.0,5.0,16.0,0.0,10,2022
Carabaï¿½a,135.0,13.0,10.0,28.0,6.0,26.0,52.0,5.0,9.0,12.0,102.0,8.0,10,2022
Casarrubuelos,242.0,10.0,39.0,45.0,10.0,51.0,87.0,5.0,34.0,17.0,184.0,7.0,10,2022
Cenicientos,177.0,13.0,23.0,33.0,8.0,52.0,48.0,8.0,6.0,10.0,144.0,9.0,10,2022
Cercedilla,336.0,15.0,47.0,75.0,10.0,85.0,104.0,5.0,8.0,31.0,271.0,23.0,10,2022
Cervera de Buitrago,14.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,5.0,10,2022
Ciempozuelos,162.0,6.0,20.0,285.0,5.0,36.0,457.0,5.0,95.0,13.0,1138.0,10.0,10,2022
Cobeï¿½a,241.0,9.0,26.0,59.0,7.0,53.0,87.0,5.0,18.0,17.0,188.0,17.0,10,2022
Colmenar del Arroyo,116.0,5.0,16.0,33.0,5.0,21.0,40.0,5.0,7.0,8.0,96.0,5.0,10,2022
Colmenar de Oreja,540.0,23.0,76.0,113.0,18.0,119.0,191.0,5.0,76.0,66.0,357.0,27.0,10,2022
Colmenarejo,450.0,8.0,77.0,120.0,11.0,78.0,156.0,5.0,16.0,42.0,377.0,12.0,10,2022
Colmenar Viejo,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,10,2022
Collado Mediano,391.0,10.0,57.0,108.0,8.0,66.0,142.0,5.0,18.0,41.0,301.0,27.0,10,2022
Collado Villalba,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,10,2022
Corpa,47.0,5.0,7.0,11.0,5.0,13.0,12.0,5.0,5.0,5.0,40.0,0.0,10,2022
Coslada,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,10,2022
Cubas de la Sagra,264.0,15.0,26.0,49.0,14.0,68.0,92.0,5.0,20.0,10.0,216.0,16.0,10,2022
Chapinerï¿½a,167.0,6.0,28.0,46.0,6.0,29.0,52.0,5.0,12.0,11.0,136.0,7.0,10,2022
Chinchï¿½n,315.0,10.0,43.0,71.0,5.0,72.0,114.0,5.0,23.0,17.0,232.0,24.0,10,2022
Daganzo de Arriba,434.0,11.0,38.0,91.0,13.0,57.0,224.0,5.0,55.0,22.0,336.0,18.0,10,2022
"Escorial, El",726.0,22.0,101.0,197.0,15.0,129.0,262.0,5.0,25.0,57.0,593.0,48.0,10,2022
Estremera,95.0,5.0,15.0,28.0,5.0,24.0,24.0,5.0,8.0,10.0,68.0,6.0,10,2022
Fresnedillas de la Oliva,143.0,5.0,23.0,42.0,5.0,32.0,40.0,5.0,5.0,17.0,112.0,9.0,10,2022
Fresno de Torote,144.0,5.0,19.0,30.0,5.0,43.0,45.0,5.0,13.0,10.0,115.0,5.0,10,2022
Fuenlabrada,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,10,2022
Fuente el Saz de Jarama,362.0,14.0,46.0,91.0,15.0,80.0,116.0,5.0,23.0,29.0,282.0,26.0,10,2022
Fuentidueï¿½a de Tajo,170.0,8.0,26.0,26.0,12.0,45.0,53.0,9.0,19.0,11.0,124.0,7.0,10,2022
Galapagar,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,56.0,13.0,128.0,10.0,10,2022
Garganta de los Montes,26.0,5.0,6.0,10.0,0.0,5.0,8.0,5.0,5.0,5.0,19.0,0.0,10,2022
Gargantilla del Lozoya y Pinilla de Buitrago,24.0,5.0,5.0,10.0,0.0,5.0,7.0,5.0,0.0,0.0,23.0,5.0,10,2022
Gascones,18.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,0.0,0.0,17.0,5.0,10,2022
Getafe,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,10,2022
Griï¿½ï¿½n,446.0,17.0,61.0,70.0,15.0,109.0,174.0,5.0,35.0,23.0,359.0,25.0,10,2022
Guadalix de la Sierra,356.0,11.0,52.0,88.0,6.0,75.0,124.0,5.0,8.0,34.0,289.0,22.0,10,2022
Guadarrama,750.0,27.0,95.0,183.0,28.0,175.0,242.0,5.0,25.0,52.0,636.0,34.0,10,2022
"Hiruela, La",5.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,10,2022
Horcajo de la Sierra-Aoslos,12.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,5.0,9.0,5.0,10,2022
Horcajuelo de la Sierra,7.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,5.0,6.0,0.0,10,2022
Hoyo de Manzanares,312.0,8.0,42.0,96.0,10.0,50.0,106.0,5.0,15.0,12.0,262.0,18.0,10,2022
Humanes de Madrid,1193.0,6.0,168.0,176.0,5.0,36.0,402.0,5.0,97.0,67.0,906.0,10.0,10,2022
Leganï¿½s,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,10,2022
Loeches,463.0,24.0,50.0,85.0,21.0,99.0,184.0,9.0,56.0,37.0,342.0,19.0,10,2022
Lozoya,40.0,5.0,7.0,9.0,5.0,9.0,12.0,5.0,5.0,5.0,34.0,5.0,10,2022
Madarcos,5.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,10,2022
Madrid,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,10,2022
Majadahonda,162.0,34.0,20.0,39.0,34.0,36.0,52.0,8.0,98.0,95.0,128.0,59.0,10,2022
Manzanares el Real,436.0,12.0,56.0,131.0,8.0,88.0,141.0,5.0,19.0,31.0,374.0,10.0,10,2022
Meco,755.0,28.0,101.0,151.0,28.0,167.0,280.0,5.0,93.0,57.0,564.0,38.0,10,2022
Mejorada del Campo,1345.0,6.0,20.0,247.0,5.0,36.0,448.0,5.0,10.0,91.0,1040.0,62.0,10,2022
Miraflores de la Sierra,355.0,14.0,53.0,89.0,5.0,65.0,131.0,5.0,20.0,32.0,282.0,17.0,10,2022
"Molar, El",434.0,13.0,56.0,94.0,15.0,101.0,155.0,5.0,29.0,38.0,342.0,22.0,10,2022
"Molinos, Los",231.0,10.0,32.0,55.0,11.0,45.0,78.0,5.0,8.0,23.0,174.0,25.0,10,2022
Montejo de la Sierra,10.0,5.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,10.0,0.0,10,2022
Moraleja de Enmedio,247.0,9.0,30.0,48.0,11.0,65.0,84.0,5.0,25.0,13.0,193.0,14.0,10,2022
Moralzarzal,523.0,22.0,55.0,141.0,16.0,81.0,208.0,5.0,19.0,26.0,448.0,25.0,10,2022
Morata de Tajuï¿½a,503.0,20.0,62.0,113.0,16.0,116.0,176.0,5.0,54.0,42.0,352.0,31.0,10,2022
Mï¿½stoles,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,10,2022
Navacerrada,139.0,5.0,20.0,33.0,8.0,24.0,49.0,5.0,5.0,6.0,120.0,8.0,10,2022
Navalafuente,110.0,5.0,11.0,30.0,5.0,30.0,30.0,5.0,5.0,9.0,91.0,5.0,10,2022
Navalagamella,175.0,7.0,24.0,43.0,7.0,34.0,60.0,5.0,6.0,23.0,130.0,15.0,10,2022
Navalcarnero,162.0,6.0,20.0,297.0,5.0,36.0,52.0,5.0,108.0,13.0,128.0,10.0,10,2022
Navarredonda y San Mamï¿½s,8.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,6.0,0.0,10,2022
Navas del Rey,202.0,14.0,27.0,55.0,8.0,42.0,56.0,5.0,9.0,19.0,156.0,15.0,10,2022
Nuevo Baztï¿½n,392.0,15.0,44.0,90.0,16.0,88.0,139.0,5.0,34.0,38.0,295.0,21.0,10,2022
Olmeda de las Fuentes,16.0,0.0,5.0,5.0,5.0,5.0,7.0,5.0,0.0,0.0,14.0,5.0,10,2022
Orusco de Tajuï¿½a,92.0,6.0,10.0,22.0,8.0,19.0,27.0,5.0,5.0,9.0,61.0,14.0,10,2022
Paracuellos de Jarama,814.0,17.0,82.0,199.0,19.0,181.0,316.0,5.0,49.0,51.0,674.0,22.0,10,2022
Parla,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,10,2022
Patones,8.0,0.0,5.0,6.0,0.0,0.0,5.0,5.0,5.0,0.0,7.0,0.0,10,2022
Pedrezuela,277.0,9.0,41.0,61.0,8.0,70.0,88.0,5.0,22.0,16.0,221.0,16.0,10,2022
Pelayos de la Presa,223.0,6.0,31.0,53.0,10.0,54.0,69.0,5.0,5.0,15.0,179.0,22.0,10,2022
Perales de Tajuï¿½a,263.0,12.0,28.0,53.0,11.0,58.0,101.0,5.0,29.0,25.0,183.0,24.0,10,2022
Pezuela de las Torres,52.0,5.0,6.0,18.0,5.0,11.0,13.0,5.0,6.0,7.0,37.0,5.0,10,2022
Pinilla del Valle,11.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,10.0,0.0,10,2022
Pinto,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,10,2022
Piï¿½uï¿½car-Gandullas,8.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,8.0,0.0,10,2022
Pozuelo de Alarcï¿½n,162.0,40.0,20.0,39.0,34.0,36.0,52.0,8.0,105.0,87.0,128.0,10.0,10,2022
Pozuelo del Rey,71.0,5.0,11.0,12.0,5.0,18.0,22.0,5.0,7.0,5.0,55.0,5.0,10,2022
Prï¿½dena del Rincï¿½n,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,10,2022
Puebla de la Sierra,5.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,0.0,10,2022
Quijorna,173.0,7.0,25.0,36.0,5.0,33.0,70.0,5.0,7.0,17.0,137.0,10.0,10,2022
Rascafrï¿½a,83.0,5.0,12.0,29.0,5.0,14.0,23.0,5.0,5.0,5.0,67.0,5.0,10,2022
Redueï¿½a,15.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,5.0,10,2022
Ribatejada,60.0,5.0,8.0,11.0,5.0,10.0,26.0,5.0,0.0,0.0,54.0,5.0,10,2022
Rivas-Vaciamadrid,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,10,2022
Robledillo de la Jara,10.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,9.0,0.0,10,2022
Robledo de Chavela,306.0,23.0,30.0,81.0,18.0,56.0,98.0,5.0,11.0,29.0,234.0,28.0,10,2022
Robregordo,5.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,10,2022
"Rozas de Madrid, Las",162.0,44.0,20.0,39.0,5.0,36.0,52.0,7.0,97.0,92.0,128.0,71.0,10,2022
Rozas de Puerto Real,31.0,5.0,6.0,10.0,5.0,8.0,5.0,5.0,5.0,5.0,24.0,5.0,10,2022
San Agustï¿½n del Guadalix,502.0,14.0,58.0,128.0,17.0,83.0,202.0,5.0,29.0,33.0,426.0,12.0,10,2022
San Fernando de Henares,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,10,2022
San Lorenzo de El Escorial,805.0,20.0,108.0,199.0,24.0,172.0,282.0,5.0,20.0,38.0,688.0,57.0,10,2022
San Martï¿½n de la Vega,1243.0,6.0,151.0,267.0,5.0,36.0,414.0,5.0,79.0,13.0,926.0,10.0,10,2022
San Martï¿½n de Valdeiglesias,656.0,27.0,83.0,167.0,29.0,166.0,184.0,5.0,21.0,87.0,480.0,55.0,10,2022
San Sebastiï¿½n de los Reyes,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,10,2022
Santa Marï¿½a de la Alameda,110.0,5.0,12.0,29.0,5.0,30.0,34.0,5.0,5.0,5.0,96.0,5.0,10,2022
Santorcaz,59.0,8.0,5.0,15.0,5.0,11.0,19.0,5.0,5.0,5.0,46.0,5.0,10,2022
"Santos de la Humosa, Los",140.0,5.0,19.0,35.0,7.0,38.0,37.0,5.0,12.0,10.0,109.0,8.0,10,2022
"Serna del Monte, La",11.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,0.0,10.0,0.0,10,2022
Serranillos del Valle,249.0,12.0,27.0,49.0,12.0,52.0,97.0,5.0,21.0,17.0,193.0,16.0,10,2022
Sevilla la Nueva,426.0,13.0,62.0,90.0,17.0,87.0,157.0,5.0,22.0,26.0,346.0,29.0,10,2022
Somosierra,7.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,6.0,0.0,10,2022
Soto del Real,342.0,16.0,49.0,94.0,6.0,55.0,122.0,5.0,19.0,18.0,292.0,9.0,10,2022
Talamanca de Jarama,176.0,5.0,24.0,42.0,5.0,38.0,68.0,5.0,10.0,15.0,147.0,5.0,10,2022
Tielmes,209.0,7.0,34.0,43.0,7.0,57.0,61.0,5.0,26.0,12.0,138.0,21.0,10,2022
Titulcia,98.0,5.0,11.0,21.0,6.0,28.0,30.0,5.0,6.0,0.0,85.0,5.0,10,2022
Torrejï¿½n de Ardoz,162.0,6.0,20.0,39.0,5.0,36.0,52.0,5.0,10.0,13.0,128.0,10.0,10,2022
Torrejï¿½n de la Calzada,445.0,22.0,55.0,65.0,13.0,123.0,167.0,6.0,37.0,26.0,340.0,36.0,10,2022
Torrejï¿½n de Velasco,200.0,13.0,21.0,31.0,7.0,41.0,87.0,5.0,16.0,17.0,146.0,19.0,10,2022
Torrelaguna,254.0,6.0,41.0,61.0,12.0,56.0,78.0,5.0,17.0,17.0,200.0,17.0,10,2022
Torrelodones,686.0,14.0,95.0,169.0,15.0,104.0,289.0,5.0,25.0,30.0,603.0,26.0,10,2022
Torremocha de Jarama,35.0,5.0,5.0,11.0,5.0,5.0,15.0,5.0,5.0,5.0,26.0,5.0,10,2022
Torres de la Alameda,494.0,33.0,81.0,93.0,15.0,112.0,160.0,9.0,58.0,34.0,352.0,41.0,10,2022
Valdaracete,47.0,0.0,5.0,10.0,5.0,12.0,20.0,5.0,8.0,5.0,32.0,0.0,10,2022
